destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
Jobs,Walk,45,MPO,Total households,64708.25,NA,NA,NA,NA
Jobs,Walk,45,MPO,"Minority status, adult",NA,78853.145,56117.673,NA,1.405
Jobs,Walk,45,MPO,Minority status,NA,72137.387,51772.422,NA,1.393
Jobs,Walk,45,MPO,"Income status, adult",NA,91663.121,56346.548,NA,1.627
Jobs,Walk,45,MPO,Income status,NA,83585.617,52325.891,NA,1.597
Jobs,Walk,45,MPO,Household vehicles,NA,147433.258,49082.481,NA,3.004
Jobs,Walk,60,MPO,"Total population, adult",107369.026,NA,NA,NA,NA
Jobs,Walk,60,MPO,Total population,100193.376,NA,NA,NA,NA
Jobs,Walk,60,MPO,Total households,108286.351,NA,NA,NA,NA
Jobs,Walk,60,MPO,"Minority status, adult",NA,136029.94,94386.955,NA,1.441
Jobs,Walk,60,MPO,Minority status,NA,125426.439,87489.066,NA,1.434
Jobs,Walk,60,MPO,"Income status, adult",NA,155176.022,95846.823,NA,1.619
Jobs,Walk,60,MPO,Income status,NA,142943.188,89475.484,NA,1.598
Jobs,Walk,60,MPO,Household vehicles,NA,235310.977,84291.513,NA,2.792
Essential Places,Bike,15,MPO,"Total population, adult",22.539,NA,NA,NA,NA
Essential Places,Bike,15,MPO,Total population,21.623,NA,NA,NA,NA
Essential Places,Bike,15,MPO,Total households,22.848,NA,NA,NA,NA
Essential Places,Bike,15,MPO,"Minority status, adult",NA,33.003,17.8,NA,1.854
Essential Places,Bike,15,MPO,Minority status,NA,31.552,16.624,NA,1.898
Essential Places,Bike,15,MPO,"Income status, adult",NA,34.313,19.702,NA,1.742
Essential Places,Bike,15,MPO,Income status,NA,33.438,18.662,NA,1.792
Essential Places,Bike,15,MPO,Household vehicles,NA,48.545,17.994,NA,2.698
Essential Places,Bike,30,MPO,"Total population, adult",80.672,NA,NA,NA,NA
Essential Places,Bike,30,MPO,Total population,76.866,NA,NA,NA,NA
Essential Places,Bike,30,MPO,Total households,80.902,NA,NA,NA,NA
Essential Places,Bike,30,MPO,"Minority status, adult",NA,113.907,65.618,NA,1.736
Essential Places,Bike,30,MPO,Minority status,NA,107.901,61.24,NA,1.762
Essential Places,Bike,30,MPO,"Income status, adult",NA,119.432,71.331,NA,1.674
Essential Places,Bike,30,MPO,Income status,NA,114.926,67.324,NA,1.707
Essential Places,Bike,30,MPO,Household vehicles,NA,166.379,64.755,NA,2.569
Essential Places,Bike,45,MPO,"Total population, adult",161.109,NA,NA,NA,NA
Essential Places,Bike,45,MPO,Total population,154.195,NA,NA,NA,NA
Essential Places,Bike,45,MPO,Total households,161.739,NA,NA,NA,NA
Essential Places,Bike,45,MPO,"Minority status, adult",NA,218.889,134.935,NA,1.622
Essential Places,Bike,45,MPO,Minority status,NA,208.129,127.037,NA,1.638
Essential Places,Bike,45,MPO,"Income status, adult",NA,226.131,145.437,NA,1.555
Essential Places,Bike,45,MPO,Income status,NA,217.863,138.232,NA,1.576
Essential Places,Bike,45,MPO,Household vehicles,NA,306.457,134.399,NA,2.28
Essential Places,Bike,60,MPO,"Total population, adult",240.419,NA,NA,NA,NA
Essential Places,Bike,60,MPO,Total population,231.78,NA,NA,NA,NA
Essential Places,Bike,60,MPO,Total households,241.663,NA,NA,NA,NA
Essential Places,Bike,60,MPO,"Minority status, adult",NA,315.717,206.302,NA,1.53
Essential Places,Bike,60,MPO,Minority status,NA,302.611,196.106,NA,1.543
Essential Places,Bike,60,MPO,"Income status, adult",NA,315.526,222.311,NA,1.419
Essential Places,Bike,60,MPO,Income status,NA,306.844,212.953,NA,1.441
Essential Places,Bike,60,MPO,Household vehicles,NA,409.898,209.872,NA,1.953
Essential Places,Drive,15,MPO,"Total population, adult",89.819,NA,NA,NA,NA
Essential Places,Drive,15,MPO,Total population,85.851,NA,NA,NA,NA
Essential Places,Drive,15,MPO,Total households,90.878,NA,NA,NA,NA
Essential Places,Drive,15,MPO,"Minority status, adult",NA,115.172,78.334,NA,1.47
Essential Places,Drive,15,MPO,Minority status,NA,109.28,74.054,NA,1.476
Essential Places,Drive,15,MPO,"Income status, adult",NA,124.109,81.554,NA,1.522
Essential Places,Drive,15,MPO,Income status,NA,119.006,77.538,NA,1.535
Essential Places,Drive,15,MPO,Household vehicles,NA,173.138,75.337,NA,2.298
Essential Places,Drive,30,MPO,"Total population, adult",438.528,NA,NA,NA,NA
Essential Places,Drive,30,MPO,Total population,427.823,NA,NA,NA,NA
Essential Places,Drive,30,MPO,Total households,439.046,NA,NA,NA,NA
Essential Places,Drive,30,MPO,"Minority status, adult",NA,546.412,389.654,NA,1.402
Essential Places,Drive,30,MPO,Minority status,NA,530.488,376.124,NA,1.41
Essential Places,Drive,30,MPO,"Income status, adult",NA,542.834,413.386,NA,1.313
Essential Places,Drive,30,MPO,Income status,NA,533.97,401.207,NA,1.331
Essential Places,Drive,30,MPO,Household vehicles,NA,657.257,397.823,NA,1.652
Essential Places,Drive,45,MPO,"Total population, adult",900.594,NA,NA,NA,NA
Essential Places,Drive,45,MPO,Total population,888.52,NA,NA,NA,NA
Essential Places,Drive,45,MPO,Total households,899.55,NA,NA,NA,NA
Essential Places,Drive,45,MPO,"Minority status, adult",NA,1036.347,839.075,NA,1.235
Essential Places,Drive,45,MPO,Minority status,NA,1018.899,822.844,NA,1.238
Essential Places,Drive,45,MPO,"Income status, adult",NA,1012.263,873.661,NA,1.159
Essential Places,Drive,45,MPO,Income status,NA,1001.216,860.244,NA,1.164
Essential Places,Drive,45,MPO,Household vehicles,NA,1135.73,854.912,NA,1.328
Essential Places,Drive,60,MPO,"Total population, adult",1301.729,NA,NA,NA,NA
Essential Places,Drive,60,MPO,Total population,1292.894,NA,NA,NA,NA
Essential Places,Drive,60,MPO,Total households,1300.036,NA,NA,NA,NA
Essential Places,Drive,60,MPO,"Minority status, adult",NA,1422.863,1246.836,NA,1.141
Essential Places,Drive,60,MPO,Minority status,NA,1409.539,1234.137,NA,1.142
Essential Places,Drive,60,MPO,"Income status, adult",NA,1388.153,1280.883,NA,1.084
Essential Places,Drive,60,MPO,Income status,NA,1380.447,1270.926,NA,1.086
Essential Places,Drive,60,MPO,Household vehicles,NA,1486.711,1264.754,NA,1.175
Essential Places,Transit (All modes),15,MPO,"Total population, adult",8.396,NA,NA,NA,NA
Essential Places,Transit (All modes),15,MPO,Total population,7.991,NA,NA,NA,NA
Essential Places,Transit (All modes),15,MPO,Total households,8.677,NA,NA,NA,NA
Essential Places,Transit (All modes),15,MPO,"Minority status, adult",NA,12.182,6.681,NA,1.823
Essential Places,Transit (All modes),15,MPO,Minority status,NA,11.578,6.185,NA,1.872
Essential Places,Transit (All modes),15,MPO,"Income status, adult",NA,12.988,7.289,NA,1.782
Essential Places,Transit (All modes),15,MPO,Income status,NA,12.545,6.849,NA,1.832
Essential Places,Transit (All modes),15,MPO,Household vehicles,NA,20.043,6.531,NA,3.069
Essential Places,Transit (All modes),30,MPO,"Total population, adult",51.657,NA,NA,NA,NA
Essential Places,Transit (All modes),30,MPO,Total population,48.759,NA,NA,NA,NA
Essential Places,Transit (All modes),30,MPO,Total households,52.268,NA,NA,NA,NA
Essential Places,Transit (All modes),30,MPO,"Minority status, adult",NA,73.336,41.838,NA,1.753
Essential Places,Transit (All modes),30,MPO,Minority status,NA,68.949,38.593,NA,1.787
Essential Places,Transit (All modes),30,MPO,"Income status, adult",NA,79.878,44.856,NA,1.781
Essential Places,Transit (All modes),30,MPO,Income status,NA,76.115,41.9,NA,1.817
Essential Places,Transit (All modes),30,MPO,Household vehicles,NA,118.86,39.692,NA,2.995
Essential Places,Transit (All modes),45,MPO,"Total population, adult",150.469,NA,NA,NA,NA
Essential Places,Transit (All modes),45,MPO,Total population,143.068,NA,NA,NA,NA
Essential Places,Transit (All modes),45,MPO,Total households,151.917,NA,NA,NA,NA
Essential Places,Transit (All modes),45,MPO,"Minority status, adult",NA,213.451,121.94,NA,1.75
Essential Places,Transit (All modes),45,MPO,Minority status,NA,202.091,113.35,NA,1.783
Essential Places,Transit (All modes),45,MPO,"Income status, adult",NA,222.335,133.149,NA,1.67
Essential Places,Transit (All modes),45,MPO,Income status,NA,214.213,125.232,NA,1.711
Essential Places,Transit (All modes),45,MPO,Household vehicles,NA,315.023,121.111,NA,2.601
Essential Places,Transit (All modes),60,MPO,"Total population, adult",295.375,NA,NA,NA,NA
Essential Places,Transit (All modes),60,MPO,Total population,284.512,NA,NA,NA,NA
Essential Places,Transit (All modes),60,MPO,Total households,297.662,NA,NA,NA,NA
Essential Places,Transit (All modes),60,MPO,"Minority status, adult",NA,411.67,242.698,NA,1.696
Essential Places,Transit (All modes),60,MPO,Minority status,NA,395.081,228.839,NA,1.726
Essential Places,Transit (All modes),60,MPO,"Income status, adult",NA,408.896,268.018,NA,1.526
Essential Places,Transit (All modes),60,MPO,Income status,NA,400.906,255.331,NA,1.57
Essential Places,Transit (All modes),60,MPO,Household vehicles,NA,535.796,252.687,NA,2.12
Essential Places,Transit (Bus and RT only),15,MPO,"Total population, adult",8.393,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),15,MPO,Total population,7.989,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),15,MPO,Total households,8.676,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),15,MPO,"Minority status, adult",NA,12.177,6.679,NA,1.823
Essential Places,Transit (Bus and RT only),15,MPO,Minority status,NA,11.574,6.183,NA,1.872
Essential Places,Transit (Bus and RT only),15,MPO,"Income status, adult",NA,12.978,7.288,NA,1.781
Essential Places,Transit (Bus and RT only),15,MPO,Income status,NA,12.537,6.848,NA,1.831
Essential Places,Transit (Bus and RT only),15,MPO,Household vehicles,NA,20.039,6.53,NA,3.069
Essential Places,Transit (Bus and RT only),30,MPO,"Total population, adult",51.487,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),30,MPO,Total population,48.594,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),30,MPO,Total households,52.095,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),30,MPO,"Minority status, adult",NA,73.079,41.706,NA,1.752
Essential Places,Transit (Bus and RT only),30,MPO,Minority status,NA,68.701,38.471,NA,1.786
Essential Places,Transit (Bus and RT only),30,MPO,"Income status, adult",NA,79.623,44.706,NA,1.781
Essential Places,Transit (Bus and RT only),30,MPO,Income status,NA,75.86,41.759,NA,1.817
Essential Places,Transit (Bus and RT only),30,MPO,Household vehicles,NA,118.531,39.548,NA,2.997
Essential Places,Transit (Bus and RT only),45,MPO,"Total population, adult",147.659,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),45,MPO,Total population,140.242,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),45,MPO,Total households,149.032,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),45,MPO,"Minority status, adult",NA,208.926,119.907,NA,1.742
Essential Places,Transit (Bus and RT only),45,MPO,Minority status,NA,197.538,111.393,NA,1.773
Essential Places,Transit (Bus and RT only),45,MPO,"Income status, adult",NA,218.363,130.619,NA,1.672
Essential Places,Transit (Bus and RT only),45,MPO,Income status,NA,209.971,122.761,NA,1.71
Essential Places,Transit (Bus and RT only),45,MPO,Household vehicles,NA,310.742,118.49,NA,2.623
Essential Places,Transit (Bus and RT only),60,MPO,"Total population, adult",284.873,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),60,MPO,Total population,273.947,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),60,MPO,Total households,286.971,NA,NA,NA,NA
Essential Places,Transit (Bus and RT only),60,MPO,"Minority status, adult",NA,398.07,233.599,NA,1.704
Essential Places,Transit (Bus and RT only),60,MPO,Minority status,NA,381.344,219.871,NA,1.734
Essential Places,Transit (Bus and RT only),60,MPO,"Income status, adult",NA,396.658,257.934,NA,1.538
Essential Places,Transit (Bus and RT only),60,MPO,Income status,NA,388.275,245.284,NA,1.583
Essential Places,Transit (Bus and RT only),60,MPO,Household vehicles,NA,523.574,242.284,NA,2.161
Essential Places,Walk,15,MPO,"Total population, adult",7.311,NA,NA,NA,NA
Essential Places,Walk,15,MPO,Total population,6.982,NA,NA,NA,NA
Essential Places,Walk,15,MPO,Total households,7.632,NA,NA,NA,NA
Essential Places,Walk,15,MPO,"Minority status, adult",NA,10.497,5.867,NA,1.789
Essential Places,Walk,15,MPO,Minority status,NA,10.022,5.451,NA,1.839
Essential Places,Walk,15,MPO,"Income status, adult",NA,11.117,6.393,NA,1.739
Essential Places,Walk,15,MPO,Income status,NA,10.801,6.025,NA,1.793
Essential Places,Walk,15,MPO,Household vehicles,NA,17.397,5.788,NA,3.006
Essential Places,Walk,30,MPO,"Total population, adult",24.649,NA,NA,NA,NA
Essential Places,Walk,30,MPO,Total population,23.535,NA,NA,NA,NA
Essential Places,Walk,30,MPO,Total households,25.357,NA,NA,NA,NA
Essential Places,Walk,30,MPO,"Minority status, adult",NA,34.804,20.049,NA,1.736
Essential Places,Walk,30,MPO,Minority status,NA,33.179,18.679,NA,1.776
Essential Places,Walk,30,MPO,"Income status, adult",NA,36.937,21.687,NA,1.703
Essential Places,Walk,30,MPO,Income status,NA,35.79,20.462,NA,1.749
Essential Places,Walk,30,MPO,Household vehicles,NA,54.985,19.762,NA,2.782
Essential Places,Walk,45,MPO,"Total population, adult",49.384,NA,NA,NA,NA
Essential Places,Walk,45,MPO,Total population,47.081,NA,NA,NA,NA
Essential Places,Walk,45,MPO,Total households,49.842,NA,NA,NA,NA
Essential Places,Walk,45,MPO,"Minority status, adult",NA,69.359,40.336,NA,1.72
Essential Places,Walk,45,MPO,Minority status,NA,65.893,37.61,NA,1.752
Essential Places,Walk,45,MPO,"Income status, adult",NA,74.157,43.414,NA,1.708
Essential Places,Walk,45,MPO,Income status,NA,71.54,40.95,NA,1.747
Essential Places,Walk,45,MPO,Household vehicles,NA,104.539,39.512,NA,2.646
Essential Places,Walk,60,MPO,"Total population, adult",82.039,NA,NA,NA,NA
Essential Places,Walk,60,MPO,Total population,78.138,NA,NA,NA,NA
Essential Places,Walk,60,MPO,Total households,82.005,NA,NA,NA,NA
Essential Places,Walk,60,MPO,"Minority status, adult",NA,113.144,67.95,NA,1.665
Essential Places,Walk,60,MPO,Minority status,NA,107.2,63.506,NA,1.688
Essential Places,Walk,60,MPO,"Income status, adult",NA,121.934,72.424,NA,1.684
Essential Places,Walk,60,MPO,Income status,NA,117.178,68.351,NA,1.714
Essential Places,Walk,60,MPO,Household vehicles,NA,167.153,65.923,NA,2.536
Higher Education,Bike,15,MPO,"Total population, adult",4835.398,NA,NA,NA,NA
Higher Education,Bike,15,MPO,Total population,4380.028,NA,NA,NA,NA
Higher Education,Bike,15,MPO,Total households,4668.748,NA,NA,NA,NA
Higher Education,Bike,15,MPO,"Minority status, adult",NA,6498.155,4082.26,NA,1.592
Higher Education,Bike,15,MPO,Minority status,NA,5784.776,3672.784,NA,1.575
Higher Education,Bike,15,MPO,"Income status, adult",NA,8593.092,3929.745,NA,2.187
Higher Education,Bike,15,MPO,Income status,NA,7587.094,3576.009,NA,2.122
Higher Education,Bike,15,MPO,Household vehicles,NA,12492.919,3191.046,NA,3.915
Higher Education,Bike,30,MPO,"Total population, adult",19421.497,NA,NA,NA,NA
Higher Education,Bike,30,MPO,Total population,18040.961,NA,NA,NA,NA
Higher Education,Bike,30,MPO,Total households,19496.363,NA,NA,NA,NA
Higher Education,Bike,30,MPO,"Minority status, adult",NA,26196.868,16352.515,NA,1.602
Higher Education,Bike,30,MPO,Minority status,NA,24053.452,15013.672,NA,1.602
Higher Education,Bike,30,MPO,"Income status, adult",NA,29567.019,16976.34,NA,1.742
Higher Education,Bike,30,MPO,Income status,NA,27172.02,15751.743,NA,1.725
Higher Education,Bike,30,MPO,Household vehicles,NA,45528.878,14577.756,NA,3.123
Higher Education,Bike,45,MPO,"Total population, adult",37155.448,NA,NA,NA,NA
Higher Education,Bike,45,MPO,Total population,34920.521,NA,NA,NA,NA
Higher Education,Bike,45,MPO,Total households,37371.591,NA,NA,NA,NA
Higher Education,Bike,45,MPO,"Minority status, adult",NA,49518.345,31555.769,NA,1.569
Higher Education,Bike,45,MPO,Minority status,NA,46158.984,29262.023,NA,1.577
Higher Education,Bike,45,MPO,"Income status, adult",NA,53032.237,33329.25,NA,1.591
Higher Education,Bike,45,MPO,Income status,NA,49591.177,31242.531,NA,1.587
Higher Education,Bike,45,MPO,Household vehicles,NA,77453.615,29799.541,NA,2.599
Higher Education,Bike,60,MPO,"Total population, adult",53227.951,NA,NA,NA,NA
Higher Education,Bike,60,MPO,Total population,50762.522,NA,NA,NA,NA
Higher Education,Bike,60,MPO,Total households,53541.092,NA,NA,NA,NA
Higher Education,Bike,60,MPO,"Minority status, adult",NA,71019.243,45166.602,NA,1.572
Higher Education,Bike,60,MPO,Minority status,NA,67248.589,42458.774,NA,1.584
Higher Education,Bike,60,MPO,"Income status, adult",NA,71512.067,48819.385,NA,1.465
Higher Education,Bike,60,MPO,Income status,NA,68256.026,46374.457,NA,1.472
Higher Education,Bike,60,MPO,Household vehicles,NA,97913.164,45155.855,NA,2.168
Higher Education,Drive,15,MPO,"Total population, adult",20565.253,NA,NA,NA,NA
Higher Education,Drive,15,MPO,Total population,19147.241,NA,NA,NA,NA
Higher Education,Drive,15,MPO,Total households,20566.081,NA,NA,NA,NA
Higher Education,Drive,15,MPO,"Minority status, adult",NA,26656.518,17806.018,NA,1.497
Higher Education,Drive,15,MPO,Minority status,NA,24530.64,16436.625,NA,1.492
Higher Education,Drive,15,MPO,"Income status, adult",NA,30377.382,18200.304,NA,1.669
Higher Education,Drive,15,MPO,Income status,NA,27916.827,16948.548,NA,1.647
Higher Education,Drive,15,MPO,Household vehicles,NA,45354.444,15882.312,NA,2.856
Higher Education,Drive,30,MPO,"Total population, adult",99586.965,NA,NA,NA,NA
Higher Education,Drive,30,MPO,Total population,97557.429,NA,NA,NA,NA
Higher Education,Drive,30,MPO,Total households,99524.782,NA,NA,NA,NA
Higher Education,Drive,30,MPO,"Minority status, adult",NA,121502.924,89656.843,NA,1.355
Higher Education,Drive,30,MPO,Minority status,NA,118342.159,87088.797,NA,1.359
Higher Education,Drive,30,MPO,"Income status, adult",NA,117528.968,95260.751,NA,1.234
Higher Education,Drive,30,MPO,Income status,NA,115436.148,93072.658,NA,1.24
Higher Education,Drive,30,MPO,Household vehicles,NA,138468.516,92165.916,NA,1.502
Higher Education,Drive,45,MPO,"Total population, adult",168689.307,NA,NA,NA,NA
Higher Education,Drive,45,MPO,Total population,167830.898,NA,NA,NA,NA
Higher Education,Drive,45,MPO,Total households,168365.523,NA,NA,NA,NA
Higher Education,Drive,45,MPO,"Minority status, adult",NA,184966.282,161313.096,NA,1.147
Higher Education,Drive,45,MPO,Minority status,NA,183587.609,159893.732,NA,1.148
Higher Education,Drive,45,MPO,"Income status, adult",NA,178215.609,166391.105,NA,1.071
Higher Education,Drive,45,MPO,Income status,NA,177772.316,165336.024,NA,1.075
Higher Education,Drive,45,MPO,Household vehicles,NA,188767.423,164509.108,NA,1.147
Higher Education,Drive,60,MPO,"Total population, adult",204584.534,NA,NA,NA,NA
Higher Education,Drive,60,MPO,Total population,204451.978,NA,NA,NA,NA
Higher Education,Drive,60,MPO,Total households,204402.347,NA,NA,NA,NA
Higher Education,Drive,60,MPO,"Minority status, adult",NA,208640.421,202746.91,NA,1.029
Higher Education,Drive,60,MPO,Minority status,NA,208356.747,202485.435,NA,1.029
Higher Education,Drive,60,MPO,"Income status, adult",NA,206877.721,204031.613,NA,1.014
Higher Education,Drive,60,MPO,Income status,NA,206827.719,203856.096,NA,1.015
Higher Education,Drive,60,MPO,Household vehicles,NA,209368.038,203464.105,NA,1.029
Higher Education,Transit (All modes),15,MPO,"Total population, adult",1437.853,NA,NA,NA,NA
Higher Education,Transit (All modes),15,MPO,Total population,1264.733,NA,NA,NA,NA
Higher Education,Transit (All modes),15,MPO,Total households,1258.679,NA,NA,NA,NA
Higher Education,Transit (All modes),15,MPO,"Minority status, adult",NA,1927.264,1216.172,NA,1.585
Higher Education,Transit (All modes),15,MPO,Minority status,NA,1647.567,1071.988,NA,1.537
Higher Education,Transit (All modes),15,MPO,"Income status, adult",NA,2925.563,1079.278,NA,2.711
Higher Education,Transit (All modes),15,MPO,Income status,NA,2493.661,956.622,NA,2.607
Higher Education,Transit (All modes),15,MPO,Household vehicles,NA,3919.268,756.13,NA,5.183
Higher Education,Transit (All modes),30,MPO,"Total population, adult",9126.002,NA,NA,NA,NA
Higher Education,Transit (All modes),30,MPO,Total population,8285.422,NA,NA,NA,NA
Higher Education,Transit (All modes),30,MPO,Total households,9096.967,NA,NA,NA,NA
Higher Education,Transit (All modes),30,MPO,"Minority status, adult",NA,12019.307,7815.386,NA,1.538
Higher Education,Transit (All modes),30,MPO,Minority status,NA,10702.421,7068.44,NA,1.514
Higher Education,Transit (All modes),30,MPO,"Income status, adult",NA,15036.383,7701.45,NA,1.952
Higher Education,Transit (All modes),30,MPO,Income status,NA,13292.322,7030.111,NA,1.891
Higher Education,Transit (All modes),30,MPO,Household vehicles,NA,24185.888,6247.036,NA,3.872
Higher Education,Transit (All modes),45,MPO,"Total population, adult",26477.672,NA,NA,NA,NA
Higher Education,Transit (All modes),45,MPO,Total population,24707.089,NA,NA,NA,NA
Higher Education,Transit (All modes),45,MPO,Total households,26806.833,NA,NA,NA,NA
Higher Education,Transit (All modes),45,MPO,"Minority status, adult",NA,36362.916,22000.233,NA,1.653
Higher Education,Transit (All modes),45,MPO,Minority status,NA,33601.836,20228.645,NA,1.661
Higher Education,Transit (All modes),45,MPO,"Income status, adult",NA,39615.656,23311.526,NA,1.699
Higher Education,Transit (All modes),45,MPO,Income status,NA,36868.058,21658.332,NA,1.702
Higher Education,Transit (All modes),45,MPO,Household vehicles,NA,61407.744,20270.291,NA,3.029
Higher Education,Transit (All modes),60,MPO,"Total population, adult",52038.69,NA,NA,NA,NA
Higher Education,Transit (All modes),60,MPO,Total population,49667.412,NA,NA,NA,NA
Higher Education,Transit (All modes),60,MPO,Total households,52263.773,NA,NA,NA,NA
Higher Education,Transit (All modes),60,MPO,"Minority status, adult",NA,73769.838,42195.537,NA,1.748
Higher Education,Transit (All modes),60,MPO,Minority status,NA,69995.53,39432.074,NA,1.775
Higher Education,Transit (All modes),60,MPO,"Income status, adult",NA,73267.462,46922.947,NA,1.561
Higher Education,Transit (All modes),60,MPO,Income status,NA,70801.87,44369.024,NA,1.596
Higher Education,Transit (All modes),60,MPO,Household vehicles,NA,100445.713,43163.225,NA,2.327
Higher Education,Transit (Bus and RT only),15,MPO,"Total population, adult",1437.853,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),15,MPO,Total population,1264.733,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),15,MPO,Total households,1258.679,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),15,MPO,"Minority status, adult",NA,1927.264,1216.172,NA,1.585
Higher Education,Transit (Bus and RT only),15,MPO,Minority status,NA,1647.567,1071.988,NA,1.537
Higher Education,Transit (Bus and RT only),15,MPO,"Income status, adult",NA,2925.563,1079.278,NA,2.711
Higher Education,Transit (Bus and RT only),15,MPO,Income status,NA,2493.661,956.622,NA,2.607
Higher Education,Transit (Bus and RT only),15,MPO,Household vehicles,NA,3919.268,756.13,NA,5.183
Higher Education,Transit (Bus and RT only),30,MPO,"Total population, adult",9118.913,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),30,MPO,Total population,8278.5,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),30,MPO,Total households,9089.619,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),30,MPO,"Minority status, adult",NA,12008.764,7809.86,NA,1.538
Higher Education,Transit (Bus and RT only),30,MPO,Minority status,NA,10692.514,7063.02,NA,1.514
Higher Education,Transit (Bus and RT only),30,MPO,"Income status, adult",NA,15023.376,7695.787,NA,1.952
Higher Education,Transit (Bus and RT only),30,MPO,Income status,NA,13279.927,7024.56,NA,1.89
Higher Education,Transit (Bus and RT only),30,MPO,Household vehicles,NA,24173.83,6240.576,NA,3.874
Higher Education,Transit (Bus and RT only),45,MPO,"Total population, adult",26338.772,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),45,MPO,Total population,24570.265,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),45,MPO,Total households,26665.023,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),45,MPO,"Minority status, adult",NA,36149.035,21895.299,NA,1.651
Higher Education,Transit (Bus and RT only),45,MPO,Minority status,NA,33391.859,20128.661,NA,1.659
Higher Education,Transit (Bus and RT only),45,MPO,"Income status, adult",NA,39448.64,23179.405,NA,1.702
Higher Education,Transit (Bus and RT only),45,MPO,Income status,NA,36693.892,21530.879,NA,1.704
Higher Education,Transit (Bus and RT only),45,MPO,Household vehicles,NA,61198.281,20141.249,NA,3.038
Higher Education,Transit (Bus and RT only),60,MPO,"Total population, adult",51527.786,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),60,MPO,Total population,49153.123,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),60,MPO,Total households,51746.284,NA,NA,NA,NA
Higher Education,Transit (Bus and RT only),60,MPO,"Minority status, adult",NA,72928.877,41834.25,NA,1.743
Higher Education,Transit (Bus and RT only),60,MPO,Minority status,NA,69158.204,39080.556,NA,1.77
Higher Education,Transit (Bus and RT only),60,MPO,"Income status, adult",NA,72613.665,46446.564,NA,1.563
Higher Education,Transit (Bus and RT only),60,MPO,Income status,NA,70111.868,43898.874,NA,1.597
Higher Education,Transit (Bus and RT only),60,MPO,Household vehicles,NA,99808.638,42668.385,NA,2.339
Higher Education,Walk,15,MPO,"Total population, adult",1333.643,NA,NA,NA,NA
Higher Education,Walk,15,MPO,Total population,1173.636,NA,NA,NA,NA
Higher Education,Walk,15,MPO,Total households,1155.807,NA,NA,NA,NA
Higher Education,Walk,15,MPO,"Minority status, adult",NA,1797.969,1123.323,NA,1.601
Higher Education,Walk,15,MPO,Minority status,NA,1538.747,989.812,NA,1.555
Higher Education,Walk,15,MPO,"Income status, adult",NA,2725.275,998.225,NA,2.73
Higher Education,Walk,15,MPO,Income status,NA,2327.283,884.398,NA,2.631
Higher Education,Walk,15,MPO,Household vehicles,NA,3602.147,693.918,NA,5.191
Higher Education,Walk,30,MPO,"Total population, adult",5115.867,NA,NA,NA,NA
Higher Education,Walk,30,MPO,Total population,4607.064,NA,NA,NA,NA
Higher Education,Walk,30,MPO,Total households,4924.143,NA,NA,NA,NA
Higher Education,Walk,30,MPO,"Minority status, adult",NA,6751.09,4375.194,NA,1.543
Higher Education,Walk,30,MPO,Minority status,NA,5954.113,3928.867,NA,1.515
Higher Education,Walk,30,MPO,"Income status, adult",NA,8985.512,4183.221,NA,2.148
Higher Education,Walk,30,MPO,Income status,NA,7853.181,3793.246,NA,2.07
Higher Education,Walk,30,MPO,Household vehicles,NA,13448.093,3314.239,NA,4.058
Higher Education,Walk,45,MPO,"Total population, adult",10945.148,NA,NA,NA,NA
Higher Education,Walk,45,MPO,Total population,10049.622,NA,NA,NA,NA
Higher Education,Walk,45,MPO,Total households,10764.32,NA,NA,NA,NA
Higher Education,Walk,45,MPO,"Minority status, adult",NA,14805.131,9196.675,NA,1.61
Higher Education,Walk,45,MPO,Minority status,NA,13376.46,8374.576,NA,1.597
Higher Education,Walk,45,MPO,"Income status, adult",NA,17905.586,9267.547,NA,1.932
Higher Education,Walk,45,MPO,Income status,NA,16123.228,8526.923,NA,1.891
Higher Education,Walk,45,MPO,Household vehicles,NA,26996.525,7696.968,NA,3.507
Higher Education,Walk,60,MPO,"Total population, adult",18435.256,NA,NA,NA,NA
Higher Education,Walk,60,MPO,Total population,17072.395,NA,NA,NA,NA
